TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,COURT
PHI,PHI @ ORL,2024-01-19,W,12,35,13,26,50.0,4,7,57.1,5,6,83.3,7,6,13,7,1,1,2,8,2,0
ORL,ORL vs. PHI,2024-01-19,L,12,33,9,16,56.3,3,6,50.0,12,13,92.3,0,6,6,8,2,0,2,5,-2,1
NOP,NOP vs. PHX,2024-01-19,L,12,29,11,25,44.0,5,12,41.7,2,2,100.0,4,9,13,7,2,3,1,1,6,1
MIA,MIA vs. ATL,2024-01-19,L,12,25,8,14,57.1,2,4,50.0,7,8,87.5,0,9,9,4,7,2,1,5,-3,1
LAL,LAL vs. BKN,2024-01-19,L,12,22,5,17,29.4,1,5,20.0,11,13,84.6,4,8,12,3,8,2,2,5,-8,1
IND,IND @ POR,2024-01-19,L,12,34,10,20,50.0,5,11,45.5,9,13,69.2,0,7,7,7,2,1,2,10,4,0
DEN,DEN @ BOS,2024-01-19,W,12,21,9,22,40.9,1,8,12.5,2,2,100.0,3,9,12,2,1,0,0,2,3,0
CHA,CHA vs. SAS,2024-01-19,W,12,27,9,15,60.0,4,6,66.7,5,5,100.0,0,4,4,5,6,2,0,5,-8,1
BOS,BOS vs. DEN,2024-01-19,L,12,18,8,20,40.0,1,6,16.7,1,4,25.0,3,7,10,3,1,0,1,5,-3,1
BKN,BKN @ LAL,2024-01-19,W,12,30,11,23,47.8,3,9,33.3,5,6,83.3,2,7,9,6,4,5,0,7,8,0
ATL,ATL @ MIA,2024-01-19,W,12,28,8,19,42.1,5,9,55.6,7,7,100.0,1,6,7,6,5,1,0,7,3,0
WAS,WAS @ NYK,2024-01-18,L,12,37,13,25,52.0,4,6,66.7,7,7,100.0,4,4,8,11,1,1,0,11,-3,0
UTA,UTA vs. OKC,2024-01-18,L,12,34,11,23,47.8,1,6,16.7,11,15,73.3,3,6,9,8,1,3,1,5,-2,1
TOR,TOR vs. CHI,2024-01-18,L,12,24,9,18,50.0,1,9,11.1,5,6,83.3,1,7,8,7,4,2,2,3,-2,1
SAC,SAC vs. IND,2024-01-18,L,12,32,12,25,48.0,3,11,27.3,5,11,45.5,4,9,13,3,2,6,0,7,5,1
OKC,OKC @ UTA,2024-01-18,W,12,36,12,19,63.2,5,8,62.5,7,9,77.8,1,9,10,7,7,1,3,11,2,0
NYK,NYK vs. WAS,2024-01-18,W,12,40,12,19,63.2,3,6,50.0,13,16,81.3,4,8,12,5,4,1,2,5,3,1
MIN,MIN vs. MEM,2024-01-18,W,12,37,15,21,71.4,6,7,85.7,1,1,100.0,2,7,9,10,3,1,2,2,20,1
MEM,MEM @ MIN,2024-01-18,L,12,17,7,19,36.8,1,6,16.7,2,4,50.0,2,3,5,2,4,2,3,5,-20,0
IND,IND @ SAC,2024-01-18,W,12,27,8,16,50.0,3,5,60.0,8,10,80.0,1,7,8,4,7,2,1,6,-5,0
CHI,CHI @ TOR,2024-01-18,W,12,26,11,21,52.4,1,5,20.0,3,4,75.0,3,9,12,7,4,3,0,5,2,0
TOR,TOR vs. MIA,2024-01-17,W,12,27,10,18,55.6,4,8,50.0,3,5,60.0,2,8,10,6,5,4,0,3,3,1
SAS,SAS @ BOS,2024-01-17,L,12,20,8,24,33.3,1,9,11.1,3,4,75.0,3,11,14,7,3,1,3,5,-3,0
POR,POR vs. BKN,2024-01-17,W,12,31,12,22,54.5,2,6,33.3,5,6,83.3,3,10,13,5,3,0,0,5,11,1
ORL,ORL @ ATL,2024-01-17,L,12,28,9,19,47.4,3,7,42.9,7,9,77.8,3,7,10,5,2,2,3,9,0,0
NYK,NYK vs. HOU,2024-01-17,W,12,32,13,23,56.5,2,6,33.3,4,5,80.0,3,9,12,6,3,0,2,5,7,1
NOP,NOP vs. CHA,2024-01-17,W,12,36,12,23,52.2,6,12,50.0,6,6,100.0,5,8,13,5,2,4,1,4,6,1
MIN,MIN @ DET,2024-01-17,W,12,26,9,18,50.0,5,10,50.0,3,6,50.0,1,9,10,7,3,0,3,4,-1,0
MIL,MIL @ CLE,2024-01-17,L,12,28,11,24,45.8,5,13,38.5,1,2,50.0,4,5,9,3,0,2,0,4,1,0
MIA,MIA @ TOR,2024-01-17,L,12,24,10,18,55.6,2,7,28.6,2,3,66.7,1,5,6,7,5,1,0,3,-3,0
LAL,LAL vs. DAL,2024-01-17,W,12,30,11,18,61.1,3,6,50.0,5,7,71.4,1,8,9,7,3,3,0,3,0,1
HOU,HOU @ NYK,2024-01-17,L,12,25,10,19,52.6,1,4,25.0,4,7,57.1,0,6,6,5,1,1,4,5,-7,0
DET,DET vs. MIN,2024-01-17,L,12,27,11,24,45.8,3,7,42.9,2,3,66.7,2,9,11,5,1,1,0,4,1,1
DAL,DAL @ LAL,2024-01-17,L,12,30,12,22,54.5,5,12,41.7,1,2,50.0,3,7,10,8,3,0,0,4,0,0
CLE,CLE vs. MIL,2024-01-17,W,12,27,12,19,63.2,1,5,20.0,2,3,66.7,1,8,9,7,3,0,0,2,-1,1
CHA,CHA @ NOP,2024-01-17,L,12,30,9,17,52.9,8,13,61.5,4,6,66.7,1,5,6,7,5,2,1,5,-6,0
BOS,BOS vs. SAS,2024-01-17,W,12,23,6,23,26.1,3,12,25.0,8,10,80.0,6,14,20,4,5,2,1,4,3,1
BKN,BKN @ POR,2024-01-17,L,12,20,6,18,33.3,2,6,33.3,6,7,85.7,1,3,4,5,3,1,2,5,-11,0
ATL,ATL vs. ORL,2024-01-17,W,12,28,9,23,39.1,1,7,14.3,9,9,100.0,6,8,14,4,2,0,0,7,0,1
SAC,SAC @ PHX,2024-01-16,L,12,21,8,18,44.4,4,8,50.0,1,3,33.3,2,6,8,4,8,1,1,7,-14,0
PHX,PHX vs. SAC,2024-01-16,W,12,35,12,18,66.7,7,11,63.6,4,4,100.0,0,6,6,11,5,3,4,3,14,1
PHI,PHI vs. DEN,2024-01-16,W,12,27,9,18,50.0,2,5,40.0,7,13,53.8,1,11,12,4,1,2,3,4,10,1
OKC,OKC @ LAC,2024-01-16,L,12,28,11,18,61.1,3,6,50.0,3,4,75.0,1,10,11,8,6,0,0,5,-1,0
LAC,LAC vs. OKC,2024-01-16,W,12,29,11,24,45.8,3,10,30.0,4,7,57.1,4,6,10,3,1,3,3,5,1,1
DEN,DEN @ PHI,2024-01-16,L,12,17,6,18,33.3,2,8,25.0,3,3,100.0,1,10,11,3,5,0,1,7,-10,0
WAS,WAS vs. DET,2024-01-15,L,12,30,11,21,52.4,6,13,46.2,2,2,100.0,2,6,8,7,4,1,2,5,-5,1
UTA,UTA vs. IND,2024-01-15,W,12,27,9,16,56.3,4,6,66.7,5,5,100.0,0,10,10,4,9,1,3,7,1,1
TOR,TOR vs. BOS,2024-01-15,L,12,21,9,24,37.5,0,8,0.0,3,4,75.0,2,12,14,5,0,2,0,5,0,1
SAS,SAS @ ATL,2024-01-15,L,12,32,14,25,56.0,2,8,25.0,2,2,100.0,2,9,11,11,4,2,3,8,10,0
PHI,PHI vs. HOU,2024-01-15,W,12,26,9,18,50.0,3,8,37.5,5,8,62.5,0,7,7,5,6,1,0,6,-12,1
ORL,ORL @ NYK,2024-01-15,W,12,25,11,22,50.0,1,8,12.5,2,4,50.0,5,11,16,6,3,2,0,5,9,0
OKC,OKC @ LAL,2024-01-15,L,12,29,11,24,45.8,4,11,36.4,3,4,75.0,5,5,10,6,4,3,1,6,1,0
NYK,NYK vs. ORL,2024-01-15,L,12,16,6,20,30.0,2,11,18.2,2,6,33.3,3,5,8,2,2,2,0,2,-9,1
NOP,NOP @ DAL,2024-01-15,L,12,21,9,21,42.9,0,8,0.0,3,7,42.9,3,6,9,6,2,0,0,9,-12,0
MIA,MIA @ BKN,2024-01-15,W,12,20,8,20,40.0,1,7,14.3,3,6,50.0,3,13,16,2,4,2,2,6,1,0
MEM,MEM vs. GSW,2024-01-15,W,12,31,7,18,38.9,4,11,36.4,13,13,100.0,2,11,13,5,6,4,3,2,10,1
LAL,LAL vs. OKC,2024-01-15,W,12,28,10,16,62.5,1,2,50.0,7,8,87.5,1,5,6,8,7,4,2,4,-1,1
IND,IND @ UTA,2024-01-15,L,12,26,8,26,30.8,1,10,10.0,9,12,75.0,8,7,15,6,3,5,2,5,-1,0
HOU,HOU @ PHI,2024-01-15,L,12,38,16,25,64.0,1,7,14.3,5,8,62.5,4,8,12,5,3,4,3,6,12,0
GSW,GSW @ MEM,2024-01-15,L,12,21,8,22,36.4,2,7,28.6,3,3,100.0,2,8,10,4,6,2,1,7,-10,0
DET,DET @ WAS,2024-01-15,W,12,35,14,24,58.3,2,5,40.0,5,8,62.5,5,6,11,6,2,3,2,1,5,0
DAL,DAL vs. NOP,2024-01-15,W,12,33,10,21,47.6,5,11,45.5,8,11,72.7,3,9,12,8,2,1,1,5,12,1
CLE,CLE vs. CHI,2024-01-15,W,12,29,9,23,39.1,6,15,40.0,5,5,100.0,3,8,11,6,3,5,0,4,15,1
CHI,CHI @ CLE,2024-01-15,L,12,14,5,16,31.3,1,4,25.0,3,5,60.0,1,8,9,4,9,1,3,6,-15,0
BOS,BOS @ TOR,2024-01-15,W,12,21,6,18,33.3,4,12,33.3,5,6,83.3,0,13,13,4,4,0,2,5,0,0
BKN,BKN vs. MIA,2024-01-15,L,12,19,5,21,23.8,3,15,20.0,6,6,100.0,1,9,10,5,2,2,1,4,-1,1
ATL,ATL vs. SAS,2024-01-15,W,12,22,6,21,28.6,2,9,22.2,8,11,72.7,4,8,12,5,6,1,1,5,-10,1
SAC,SAC @ MIL,2024-01-14,L,12,37,12,19,63.2,5,11,45.5,8,9,88.9,0,12,12,8,3,0,1,3,4,0
POR,POR vs. PHX,2024-01-14,L,12,24,8,18,44.4,4,9,44.4,4,6,66.7,4,5,9,3,3,4,1,4,3,1
PHX,PHX @ POR,2024-01-14,W,12,21,8,12,66.7,1,2,50.0,4,5,80.0,0,8,8,4,7,1,1,6,-3,0
MIN,MIN vs. LAC,2024-01-14,W,12,28,8,14,57.1,2,6,33.3,10,15,66.7,2,8,10,6,6,2,2,8,-9,1
MIL,MIL vs. SAC,2024-01-14,W,12,33,12,26,46.2,4,10,40.0,5,6,83.3,2,7,9,7,1,3,0,8,-4,1
MIA,MIA vs. CHA,2024-01-14,W,12,27,10,19,52.6,4,6,66.7,3,3,100.0,0,9,9,8,3,1,1,7,1,1
LAC,LAC @ MIN,2024-01-14,L,12,37,11,22,50.0,7,14,50.0,8,8,100.0,2,8,10,9,2,1,1,9,9,0
IND,IND @ DEN,2024-01-14,L,12,25,8,19,42.1,1,8,12.5,8,9,88.9,1,4,5,4,3,3,0,3,-3,0
DEN,DEN vs. IND,2024-01-14,W,12,28,12,17,70.6,2,6,33.3,2,4,50.0,2,10,12,6,9,3,0,5,3,1
CHA,CHA @ MIA,2024-01-14,L,12,26,8,18,44.4,4,8,50.0,6,9,66.7,1,9,10,5,3,2,1,2,-1,0
WAS,WAS @ ATL,2024-01-13,W,12,28,10,26,38.5,1,8,12.5,7,10,70.0,6,10,16,6,3,4,0,12,0,0
UTA,UTA vs. LAL,2024-01-13,W,12,32,7,18,38.9,1,7,14.3,17,19,89.5,4,9,13,3,3,2,1,4,2,1
SAS,SAS vs. CHI,2024-01-13,L,12,22,9,23,39.1,3,10,30.0,1,2,50.0,1,9,10,6,2,2,1,8,-6,1
ORL,ORL @ OKC,2024-01-13,L,12,27,9,20,45.0,1,7,14.3,8,12,66.7,3,9,12,3,3,1,2,7,1,0
OKC,OKC vs. ORL,2024-01-13,W,12,26,10,22,45.5,0,4,0.0,6,7,85.7,4,10,14,5,5,3,1,6,-1,1
NYK,NYK @ MEM,2024-01-13,W,12,23,8,21,38.1,3,12,25.0,4,5,80.0,3,10,13,3,4,3,3,5,1,0
NOP,NOP @ DAL,2024-01-13,W,12,30,9,20,45.0,1,7,14.3,11,15,73.3,7,5,12,6,1,1,2,7,3,0
MIL,MIL vs. GSW,2024-01-13,W,12,46,19,27,70.4,4,8,50.0,4,5,80.0,5,6,11,14,3,3,1,4,9,1
MEM,MEM vs. NYK,2024-01-13,L,12,22,7,21,33.3,1,8,12.5,7,7,100.0,3,8,11,4,4,2,1,5,-1,1
LAL,LAL @ UTA,2024-01-13,L,12,30,12,24,50.0,3,7,42.9,3,3,100.0,3,7,10,6,3,1,1,10,-2,0
HOU,HOU @ BOS,2024-01-13,L,12,27,10,27,37.0,0,7,0.0,7,11,63.6,8,10,18,3,4,2,2,2,-6,0
GSW,GSW @ MIL,2024-01-13,L,12,37,13,24,54.2,5,9,55.6,6,7,85.7,3,4,7,6,3,3,1,5,-9,0
DAL,DAL vs. NOP,2024-01-13,L,12,27,8,17,47.1,3,8,37.5,8,8,100.0,1,6,7,6,3,1,0,9,-3,1
CHI,CHI @ SAS,2024-01-13,W,12,28,8,20,40.0,3,10,30.0,9,11,81.8,2,12,14,6,2,2,1,5,6,0
BOS,BOS vs. HOU,2024-01-13,W,12,33,13,27,48.1,5,11,45.5,2,2,100.0,4,10,14,6,3,1,1,7,6,1
ATL,ATL vs. WAS,2024-01-13,L,12,28,6,14,42.9,2,7,28.6,14,20,70.0,1,10,11,6,5,3,3,7,0,1
UTA,UTA vs. TOR,2024-01-12,W,12,40,16,26,61.5,4,8,50.0,4,6,66.7,5,10,15,9,2,2,1,8,12,1
TOR,TOR @ UTA,2024-01-12,L,12,28,9,21,42.9,1,10,10.0,9,13,69.2,3,6,9,6,3,2,1,4,-12,0
SAS,SAS vs. CHA,2024-01-12,W,12,32,11,20,55.0,4,9,44.4,6,7,85.7,1,6,7,7,3,3,1,5,4,1
SAC,SAC @ PHI,2024-01-12,L,12,20,6,23,26.1,0,5,0.0,8,11,72.7,6,11,17,3,3,1,1,5,-5,0
POR,POR @ MIN,2024-01-12,L,12,36,12,19,63.2,3,4,75.0,9,13,69.2,3,8,11,8,6,4,1,1,8,0
PHI,PHI vs. SAC,2024-01-12,W,12,25,9,24,37.5,3,9,33.3,4,4,100.0,2,10,12,5,3,2,2,6,5,1
ORL,ORL @ MIA,2024-01-12,L,12,23,8,20,40.0,1,6,16.7,6,9,66.7,3,4,7,5,1,2,1,6,-1,0
NOP,NOP @ DEN,2024-01-12,L,12,33,12,18,66.7,2,5,40.0,7,12,58.3,1,6,7,7,3,5,1,2,8,0
MIN,MIN vs. POR,2024-01-12,W,12,28,11,22,50.0,4,10,40.0,2,2,100.0,2,5,7,9,7,6,2,9,-8,1
MIA,MIA vs. ORL,2024-01-12,W,12,24,9,17,52.9,1,4,25.0,5,6,83.3,1,6,7,4,4,0,0,5,1,1
MEM,MEM vs. LAC,2024-01-12,L,12,40,16,27,59.3,6,11,54.5,2,3,66.7,7,10,17,13,2,0,2,6,12,1
LAC,LAC @ MEM,2024-01-12,W,12,28,11,27,40.7,2,6,33.3,4,5,80.0,6,2,8,3,0,2,1,3,-12,0
IND,IND @ ATL,2024-01-12,W,12,27,10,13,76.9,2,3,66.7,5,6,83.3,1,8,9,9,9,2,2,7,0,0
HOU,HOU @ DET,2024-01-12,W,12,24,9,21,42.9,1,5,20.0,5,5,100.0,3,10,13,4,2,2,2,4,5,0
GSW,GSW @ CHI,2024-01-12,W,12,30,10,23,43.5,5,14,35.7,5,8,62.5,5,8,13,7,2,1,3,5,-6,0
DET,DET vs. HOU,2024-01-12,L,12,19,8,22,36.4,2,8,25.0,1,3,33.3,4,8,12,4,4,1,3,5,-5,1
DEN,DEN vs. NOP,2024-01-12,W,12,25,10,22,45.5,3,9,33.3,2,2,100.0,3,7,10,5,7,1,0,7,-8,1
CHI,CHI vs. GSW,2024-01-12,L,12,36,14,23,60.9,5,10,50.0,3,3,100.0,1,9,10,10,1,1,0,6,6,1
CHA,CHA @ SAS,2024-01-12,L,12,28,10,18,55.6,1,7,14.3,7,7,100.0,2,8,10,7,6,2,1,6,-4,0
ATL,ATL vs. IND,2024-01-12,L,12,27,9,20,45.0,2,8,25.0,7,7,100.0,3,2,5,4,4,5,1,4,0,1
POR,POR @ OKC,2024-01-11,L,12,21,8,24,33.3,3,12,25.0,2,2,100.0,3,9,12,5,0,3,1,1,0,0
PHX,PHX @ LAL,2024-01-11,W,12,22,7,19,36.8,3,11,27.3,5,5,100.0,2,6,8,6,5,2,2,3,-9,0
OKC,OKC vs. POR,2024-01-11,W,12,21,8,20,40.0,5,12,41.7,0,0,0.0,2,12,14,8,6,0,1,1,0,1
NYK,NYK @ DAL,2024-01-11,L,12,38,14,22,63.6,5,10,50.0,5,5,100.0,2,9,11,8,4,3,1,6,11,0
MIL,MIL vs. BOS,2024-01-11,W,12,24,10,21,47.6,3,9,33.3,1,1,100.0,1,10,11,6,5,0,3,8,-8,1
LAL,LAL vs. PHX,2024-01-11,L,12,31,12,19,63.2,5,8,62.5,2,5,40.0,1,8,9,10,4,2,1,4,9,1
DAL,DAL vs. NYK,2024-01-11,W,12,27,9,24,37.5,3,10,30.0,6,6,100.0,5,5,10,8,3,2,0,5,-11,1
CLE,CLE vs. BKN,2024-01-11,W,12,33,7,18,38.9,5,11,45.5,14,17,82.4,2,7,9,2,1,2,1,9,-9,1
BOS,BOS @ MIL,2024-01-11,L,12,32,9,21,42.9,3,8,37.5,11,13,84.6,1,7,8,5,0,3,3,1,8,0
BKN,BKN @ CLE,2024-01-11,L,12,42,15,23,65.2,4,7,57.1,8,11,72.7,1,8,9,7,2,0,0,11,9,0
WAS,WAS @ IND,2024-01-10,L,12,24,8,19,42.1,1,7,14.3,7,10,70.0,1,7,8,5,1,3,1,5,1,0
UTA,UTA vs. DEN,2024-01-10,W,12,25,9,16,56.3,3,9,33.3,4,5,80.0,1,6,7,6,9,2,2,4,-8,1
TOR,TOR @ LAC,2024-01-10,L,12,28,10,19,52.6,3,7,42.9,5,7,71.4,2,6,8,5,3,0,1,4,-7,0
SAS,SAS @ DET,2024-01-10,W,12,35,13,22,59.1,4,10,40.0,5,6,83.3,1,9,10,11,0,1,1,3,4,0
SAC,SAC @ CHA,2024-01-10,W,12,28,9,23,39.1,1,7,14.3,9,12,75.0,9,13,22,3,3,2,5,4,10,0
PHI,PHI @ ATL,2024-01-10,L,12,27,9,23,39.1,1,7,14.3,8,8,100.0,5,9,14,5,2,2,0,5,-3,0
OKC,OKC @ MIA,2024-01-10,W,12,29,10,21,47.6,4,10,40.0,5,6,83.3,1,15,16,8,3,1,2,5,5,0
NOP,NOP @ GSW,2024-01-10,W,12,36,16,23,69.6,3,6,50.0,1,3,33.3,2,11,13,11,2,2,3,4,14,0
MIN,MIN @ BOS,2024-01-10,L,12,26,10,20,50.0,4,9,44.4,2,2,100.0,1,9,10,5,2,1,1,6,-6,0
MIA,MIA vs. OKC,2024-01-10,L,12,24,8,23,34.8,1,8,12.5,7,8,87.5,1,10,11,3,2,1,1,4,-5,1
LAC,LAC vs. TOR,2024-01-10,W,12,35,14,25,56.0,5,11,45.5,2,2,100.0,4,7,11,8,0,0,2,5,7,1
IND,IND vs. WAS,2024-01-10,W,12,23,8,18,44.4,1,3,33.3,6,7,85.7,4,11,15,5,6,1,3,7,-1,1
HOU,HOU @ CHI,2024-01-10,L,12,29,12,23,52.2,2,12,16.7,3,6,50.0,2,10,12,8,2,3,1,2,11,0
GSW,GSW vs. NOP,2024-01-10,L,12,22,9,27,33.3,1,12,8.3,3,3,100.0,7,7,14,4,3,1,0,4,-14,1
DET,DET vs. SAS,2024-01-10,L,12,31,13,24,54.2,4,10,40.0,1,1,100.0,1,9,10,11,1,0,0,5,-4,1
DEN,DEN @ UTA,2024-01-10,L,12,33,12,22,54.5,4,8,50.0,5,6,83.3,2,3,5,9,4,6,0,9,8,0
CHI,CHI vs. HOU,2024-01-10,W,12,18,7,22,31.8,2,9,22.2,2,2,100.0,3,6,9,5,6,2,0,7,-11,1
CHA,CHA vs. SAC,2024-01-10,L,12,18,5,24,20.8,3,11,27.3,5,5,100.0,4,7,11,1,3,1,0,7,-10,1
BOS,BOS vs. MIN,2024-01-10,W,12,32,11,23,47.8,6,11,54.5,4,5,80.0,3,7,10,5,1,1,1,3,6,1
ATL,ATL vs. PHI,2024-01-10,W,12,30,11,22,50.0,3,8,37.5,5,7,71.4,2,8,10,6,2,1,2,4,3,1
TOR,TOR @ LAL,2024-01-09,L,12,42,17,27,63.0,7,9,77.8,1,2,50.0,1,6,7,10,2,2,2,13,-2,0
SAC,SAC @ DET,2024-01-09,W,12,33,14,27,51.9,5,12,41.7,0,0,0.0,4,10,14,11,3,0,1,3,18,0
POR,POR @ NYK,2024-01-09,L,12,23,9,22,40.9,1,9,11.1,4,5,80.0,8,11,19,3,6,3,2,4,8,0
ORL,ORL vs. MIN,2024-01-09,L,12,26,9,22,40.9,5,14,35.7,3,6,50.0,5,9,14,5,4,4,1,3,3,1
NYK,NYK vs. POR,2024-01-09,W,12,15,4,19,21.1,2,12,16.7,5,5,100.0,4,5,9,2,5,4,0,5,-8,1
MIN,MIN @ ORL,2024-01-09,W,12,23,9,19,47.4,2,8,25.0,3,3,100.0,1,8,9,7,4,3,0,5,-3,0
MEM,MEM @ DAL,2024-01-09,W,12,17,7,17,41.2,2,5,40.0,1,1,100.0,3,10,13,4,9,2,1,3,-3,0
LAL,LAL vs. TOR,2024-01-09,W,12,44,10,18,55.6,5,8,62.5,19,23,82.6,2,8,10,8,4,0,3,5,2,1
DET,DET vs. SAC,2024-01-09,L,12,15,6,21,28.6,0,7,0.0,3,4,75.0,6,7,13,4,6,1,0,4,-18,1
DAL,DAL vs. MEM,2024-01-09,L,12,20,8,20,40.0,2,9,22.2,2,2,100.0,2,7,9,4,4,5,1,4,3,1
WAS,WAS vs. OKC,2024-01-08,L,12,31,9,18,50.0,2,6,33.3,11,11,100.0,2,6,8,9,5,2,2,8,-3,1
UTA,UTA @ MIL,2024-01-08,W,12,32,11,16,68.8,3,8,37.5,7,8,87.5,0,9,9,7,5,2,0,4,6,0
PHX,PHX @ LAC,2024-01-08,L,12,20,6,15,40.0,1,5,20.0,7,8,87.5,1,5,6,0,6,1,2,4,-17,0
OKC,OKC @ WAS,2024-01-08,W,12,34,11,18,61.1,4,4,100.0,8,9,88.9,1,7,8,5,6,4,0,6,3,0
MIL,MIL vs. UTA,2024-01-08,L,12,26,9,19,47.4,3,9,33.3,5,8,62.5,2,5,7,7,3,1,0,7,-6,1
MIA,MIA vs. HOU,2024-01-08,W,12,29,8,16,50.0,3,7,42.9,10,12,83.3,0,9,9,7,3,1,0,7,-2,1
LAC,LAC vs. PHX,2024-01-08,W,12,37,15,21,71.4,4,6,66.7,3,5,60.0,3,8,11,9,3,6,0,6,17,1
IND,IND vs. BOS,2024-01-08,W,12,30,11,23,47.8,5,10,50.0,3,7,42.9,2,7,9,7,3,1,1,5,0,1
HOU,HOU @ MIA,2024-01-08,L,12,31,10,25,40.0,2,12,16.7,9,10,90.0,4,8,12,4,1,2,1,10,2,0
CHI,CHI @ CHA,2024-01-08,W,12,24,10,18,55.6,1,4,25.0,3,5,60.0,0,6,6,6,2,1,2,4,-7,0
CHA,CHA vs. CHI,2024-01-08,L,12,31,10,18,55.6,3,8,37.5,8,8,100.0,2,8,10,6,2,1,1,5,7,1
BOS,BOS @ IND,2024-01-08,L,12,30,9,20,45.0,4,8,50.0,8,10,80.0,3,8,11,5,2,0,4,6,0,0
TOR,TOR @ GSW,2024-01-07,W,12,32,14,21,66.7,3,7,42.9,1,3,33.3,1,9,10,8,2,2,1,3,1,0
SAS,SAS @ CLE,2024-01-07,L,12,31,10,22,45.5,3,11,27.3,8,8,100.0,2,6,8,5,3,4,3,3,2,0
SAC,SAC vs. NOP,2024-01-07,L,12,39,15,27,55.6,6,12,50.0,3,4,75.0,5,3,8,10,1,4,1,3,9,1
POR,POR @ BKN,2024-01-07,W,12,30,10,20,50.0,4,8,50.0,6,7,85.7,3,7,10,6,2,0,2,1,8,0
PHX,PHX vs. MEM,2024-01-07,L,12,18,8,27,29.6,0,6,0.0,2,4,50.0,7,7,14,4,3,0,1,7,-17,1
ORL,ORL vs. ATL,2024-01-07,W,12,20,6,20,30.0,4,11,36.4,4,4,100.0,3,11,14,4,3,0,1,8,-7,1
NOP,NOP @ SAC,2024-01-07,W,12,30,10,17,58.8,5,9,55.6,5,6,83.3,3,6,9,7,7,0,3,5,-9,0
MIN,MIN @ DAL,2024-01-07,L,12,26,10,23,43.5,5,18,27.8,1,1,100.0,1,11,12,6,3,1,4,6,2,0
MEM,MEM @ PHX,2024-01-07,W,12,35,11,24,45.8,5,14,35.7,8,9,88.9,5,12,17,7,2,3,2,5,17,0
LAL,LAL vs. LAC,2024-01-07,W,12,25,10,18,55.6,2,4,50.0,3,4,75.0,2,9,11,4,7,1,1,3,-1,1
LAC,LAC @ LAL,2024-01-07,L,12,26,8,27,29.6,4,10,40.0,6,6,100.0,6,5,11,5,2,5,1,6,1,0
GSW,GSW vs. TOR,2024-01-07,L,12,31,12,21,57.1,4,10,40.0,3,4,75.0,0,6,6,7,2,2,1,3,-1,1
DET,DET @ DEN,2024-01-07,L,12,29,10,21,47.6,2,7,28.6,7,10,70.0,4,6,10,5,2,2,0,3,6,0
DEN,DEN vs. DET,2024-01-07,W,12,23,7,18,38.9,3,8,37.5,6,7,85.7,3,6,9,3,6,1,1,8,-6,1
DAL,DAL vs. MIN,2024-01-07,W,12,24,8,25,32.0,3,10,30.0,5,5,100.0,3,10,13,5,3,1,0,4,-2,1
CLE,CLE vs. SAS,2024-01-07,W,12,29,11,20,55.0,3,7,42.9,4,4,100.0,2,8,10,8,7,2,1,6,-2,1
BKN,BKN vs. POR,2024-01-07,L,12,22,11,23,47.8,0,5,0.0,0,0,0.0,3,5,8,4,3,1,2,7,-8,1
ATL,ATL @ ORL,2024-01-07,L,12,27,8,18,44.4,3,6,50.0,8,13,61.5,0,10,10,4,0,3,3,5,7,0
WAS,WAS vs. NYK,2024-01-06,L,12,30,11,21,52.4,5,9,55.6,3,5,60.0,1,9,10,10,1,1,0,5,0,1
UTA,UTA @ PHI,2024-01-06,W,12,33,13,19,68.4,2,7,28.6,5,7,71.4,2,7,9,7,5,1,0,3,3,0
PHI,PHI vs. UTA,2024-01-06,L,12,30,12,25,48.0,2,8,25.0,4,4,100.0,3,5,8,7,2,2,0,5,-3,1
NYK,NYK @ WAS,2024-01-06,W,12,30,12,24,50.0,4,9,44.4,2,3,66.7,4,10,14,6,2,0,1,4,0,0
MIL,MIL @ HOU,2024-01-06,L,12,35,13,24,54.2,2,10,20.0,7,10,70.0,2,10,12,6,0,2,3,7,12,0
IND,IND vs. BOS,2024-01-06,L,12,20,8,21,38.1,0,8,0.0,4,5,80.0,2,6,8,4,4,2,1,5,-14,1
HOU,HOU vs. MIL,2024-01-06,W,12,23,5,20,25.0,3,11,27.3,10,10,100.0,4,9,13,1,4,0,0,5,-12,1
BOS,BOS @ IND,2024-01-06,W,12,34,13,25,52.0,4,9,44.4,4,5,80.0,3,12,15,8,4,3,3,4,14,0
WAS,WAS @ CLE,2024-01-05,L,12,31,12,26,46.2,2,7,28.6,5,6,83.3,4,3,7,5,0,6,1,4,1,0
UTA,UTA @ BOS,2024-01-05,L,12,22,7,23,30.4,0,6,0.0,8,14,57.1,7,14,21,3,5,3,0,5,3,0
TOR,TOR @ SAC,2024-01-05,L,12,33,12,22,54.5,4,13,30.8,5,7,71.4,4,8,12,9,4,0,4,10,5,0
SAC,SAC vs. TOR,2024-01-05,W,12,28,9,19,47.4,3,4,75.0,7,8,87.5,2,7,9,7,4,0,0,8,-5,1
POR,POR @ DAL,2024-01-05,L,12,34,15,30,50.0,4,9,44.4,0,1,0.0,5,6,11,8,3,3,1,5,-3,0
