index,TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,COURT,Opponent,OppPTS,OppFGM,OppFGA,OppFG%,Opp3PM,Opp3PA,Opp3P%,OppFTM,OppFTA,OppFT%,OppOREB,OppDREB,OppREB,OppAST,OppTOV,OppSTL,OppBLK,OppPF,Pos,OppPos,Pace,OFFRTG,DEFRTG,Margin,formatted_date,week_of_season,PTS/Q
1479,GSW,GSW vs. ORL,2024-01-02,W,36,87,33,62,0.532258064516129,11,29,0.3793103448275862,10,19,0.5263157894736842,8,20,28,17,9,7,4,14,6,1,ORL,81,27,69,0.391304347826087,10,30,0.3333333333333333,17,21,0.8095238095238095,15,21,36,13,13,6,3,14,70.59,70.59,94.12,123.24691882702932,114.74713132171695,6,2024-01-02,11,29.0
1481,CHA,CHA @ SAC,2024-01-02,W,36,75,30,66,0.4545454545454545,10,30,0.3333333333333333,5,6,0.8333333333333334,4,26,30,16,13,5,7,11,-3,0,SAC,78,30,71,0.4225352112676056,11,27,0.4074074074074074,7,12,0.5833333333333334,12,30,42,18,15,7,2,15,76.90727554179567,76.90727554179567,102.54303405572756,97.52003236578165,101.4208336604129,7,2024-01-02,11,25.0
1482,BOS,BOS @ OKC,2024-01-02,L,36,86,29,68,0.4264705882352941,12,32,0.375,16,20,0.8,13,23,36,23,10,3,7,10,-12,0,OKC,98,39,71,0.5492957746478874,14,30,0.4666666666666667,6,9,0.6666666666666666,7,23,30,27,7,4,8,14,72.27074999999999,72.27074999999999,96.36099999999999,118.99696626920297,135.60119412071967,-4,2024-01-02,11,28.666666666666668
1484,UTA,UTA vs. DAL,2024-01-01,W,36,93,36,72,0.5,11,36,0.3055555555555556,10,11,0.9090909090909092,5,34,39,29,12,5,3,13,14,1,DAL,79,32,71,0.4507042253521127,10,32,0.3125,5,9,0.5555555555555556,4,26,30,25,10,6,4,10,81.19723259762308,81.19723259762308,108.26297679683077,114.53592323874646,97.29395629958033,37,2024-01-01,11,31.0
1485,TOR,TOR vs. CLE,2024-01-01,W,36,98,34,68,0.5,10,27,0.3703703703703703,20,24,0.8333333333333334,6,28,34,21,9,4,4,16,7,1,CLE,91,33,70,0.4714285714285714,7,24,0.2916666666666667,18,20,0.9,5,25,30,19,5,7,2,19,78.28011241446725,78.28011241446725,104.37348321928967,125.19144004434035,116.24919432688748,3,2024-01-01,11,32.666666666666664
1488,NYK,NYK vs. MIN,2024-01-01,W,36,94,33,70,0.4714285714285714,11,27,0.4074074074074074,17,21,0.8095238095238095,14,25,39,21,11,6,3,18,16,1,MIN,78,25,56,0.4464285714285714,9,23,0.391304347826087,19,25,0.76,3,19,22,13,11,5,3,16,73.02515692640694,73.02515692640694,97.36687590187591,128.72276343716868,106.8125058308421,6,2024-01-01,11,31.333333333333332
1489,MIN,MIN @ NYK,2024-01-01,L,36,78,25,56,0.4464285714285714,9,23,0.391304347826087,19,25,0.76,3,19,22,13,11,5,3,16,-16,0,NYK,94,33,70,0.4714285714285714,11,27,0.4074074074074074,17,21,0.8095238095238095,14,25,39,21,11,6,3,18,73.02515692640694,73.02515692640694,97.36687590187591,106.8125058308421,128.72276343716868,-6,2024-01-01,11,26.0
1490,MIL,MIL vs. IND,2024-01-01,L,36,88,32,68,0.4705882352941176,9,29,0.3103448275862069,15,17,0.8823529411764706,7,33,40,19,9,3,7,19,4,1,IND,84,29,76,0.3815789473684211,5,31,0.1612903225806451,21,26,0.8076923076923077,12,25,37,18,5,7,3,15,76.68154166666667,76.68154166666667,102.24205555555557,114.7603426943794,109.54396348099851,-9,2024-01-01,11,29.333333333333332
1491,MIA,MIA @ LAC,2024-01-01,L,36,85,28,61,0.4590163934426229,8,22,0.3636363636363636,21,25,0.84,8,17,25,20,9,6,3,15,-10,0,LAC,95,35,62,0.5645161290322581,12,25,0.48,13,14,0.9285714285714286,6,22,28,18,12,8,2,15,71.32373913043477,71.32373913043477,95.0983188405797,119.17490731179205,133.1954846425911,-17,2024-01-01,11,28.333333333333332
1492,LAC,LAC vs. MIA,2024-01-01,W,36,95,35,62,0.5645161290322581,12,25,0.48,13,14,0.9285714285714286,6,22,28,18,12,8,2,15,10,1,MIA,85,28,61,0.4590163934426229,8,22,0.3636363636363636,21,25,0.84,8,17,25,20,9,6,3,15,71.32373913043477,71.32373913043477,95.0983188405797,133.1954846425911,119.17490731179205,17,2024-01-01,11,31.666666666666668
1493,IND,IND @ MIL,2024-01-01,W,36,84,29,76,0.3815789473684211,5,31,0.1612903225806451,21,26,0.8076923076923077,12,25,37,18,5,7,3,15,-4,0,MIL,88,32,68,0.4705882352941176,9,29,0.3103448275862069,15,17,0.8823529411764706,7,33,40,19,9,3,7,19,76.68154166666667,76.68154166666667,102.24205555555557,109.54396348099851,114.7603426943794,9,2024-01-01,11,28.0
1497,DAL,DAL @ UTA,2024-01-01,L,36,79,32,71,0.4507042253521127,10,32,0.3125,5,9,0.5555555555555556,4,26,30,25,10,6,4,10,-14,0,UTA,93,36,72,0.5,11,36,0.3055555555555556,10,11,0.9090909090909092,5,34,39,29,12,5,3,13,81.19723259762308,81.19723259762308,108.26297679683077,97.29395629958033,114.53592323874646,-37,2024-01-01,11,26.333333333333332
1498,CLE,CLE @ TOR,2024-01-01,L,36,91,33,70,0.4714285714285714,7,24,0.2916666666666667,18,20,0.9,5,25,30,19,5,7,2,19,-7,0,TOR,98,34,68,0.5,10,27,0.3703703703703703,20,24,0.8333333333333334,6,28,34,21,9,4,4,16,78.28011241446725,78.28011241446725,104.37348321928967,116.24919432688748,125.19144004434035,-3,2024-01-01,11,30.333333333333332
1500,WAS,WAS vs. ATL,2023-12-31,L,36,87,32,72,0.4444444444444444,11,37,0.2972972972972973,12,14,0.8571428571428571,3,26,29,27,7,5,9,12,-13,1,ATL,100,39,78,0.5,9,23,0.391304347826087,13,17,0.7647058823529411,11,36,47,22,9,3,3,12,81.35073804573804,81.35073804573804,108.46765072765072,106.94432784504767,122.92451476442258,-4,2023-12-31,10,29.0
1503,PHX,PHX vs. ORL,2023-12-31,W,36,89,34,68,0.5,7,19,0.3684210526315789,14,17,0.8235294117647058,6,19,25,16,6,10,4,13,2,1,ORL,87,34,70,0.4857142857142857,9,27,0.3333333333333333,10,11,0.9090909090909092,8,27,35,18,13,2,3,15,75.08606060606061,75.08606060606061,100.11474747474747,118.53065573241209,115.8670454912343,5,2023-12-31,10,29.666666666666668
1504,ORL,ORL @ PHX,2023-12-31,L,36,87,34,70,0.4857142857142857,9,27,0.3333333333333333,10,11,0.9090909090909092,8,27,35,18,13,2,3,15,-2,0,PHX,89,34,68,0.5,7,19,0.3684210526315789,14,17,0.8235294117647058,6,19,25,16,6,10,4,13,75.08606060606061,75.08606060606061,100.11474747474747,115.8670454912343,118.53065573241209,-5,2023-12-31,10,29.0
1505,OKC,OKC vs. BKN,2023-12-31,W,36,89,33,60,0.55,10,19,0.5263157894736842,13,16,0.8125,2,33,35,24,13,1,4,14,10,1,BKN,79,28,80,0.35,11,39,0.282051282051282,12,16,0.75,13,24,37,20,5,9,2,17,76.42667224080267,76.42667224080267,101.90222965440356,116.4514918555942,103.3670545684488,16,2023-12-31,10,29.666666666666668
1506,NOP,NOP vs. LAL,2023-12-31,W,36,104,35,66,0.5303030303030303,13,24,0.5416666666666666,21,25,0.84,10,24,34,25,8,7,5,17,15,1,LAL,89,32,63,0.5079365079365079,9,25,0.36,16,19,0.8421052631578947,2,22,24,21,10,6,8,14,75.84141826923077,75.84141826923077,101.12189102564102,137.12823727901366,117.35012613300209,20,2023-12-31,10,34.666666666666664
1508,LAL,LAL @ NOP,2023-12-31,L,36,89,32,63,0.5079365079365079,9,25,0.36,16,19,0.8421052631578947,2,22,24,21,10,6,8,14,-15,0,NOP,104,35,66,0.5303030303030303,13,24,0.5416666666666666,21,25,0.84,10,24,34,25,8,7,5,17,75.84141826923077,75.84141826923077,101.12189102564102,117.35012613300209,137.12823727901366,-20,2023-12-31,10,29.666666666666668
1510,BKN,BKN @ OKC,2023-12-31,L,36,79,28,80,0.35,11,39,0.282051282051282,12,16,0.75,13,24,37,20,5,9,2,17,-10,0,OKC,89,33,60,0.55,10,19,0.5263157894736842,13,16,0.8125,2,33,35,24,13,1,4,14,76.42667224080267,76.42667224080267,101.90222965440356,103.3670545684488,116.4514918555942,-16,2023-12-31,10,26.333333333333332
1511,ATL,ATL @ WAS,2023-12-31,W,36,100,39,78,0.5,9,23,0.391304347826087,13,17,0.7647058823529411,11,36,47,22,9,3,3,12,13,0,WAS,87,32,72,0.4444444444444444,11,37,0.2972972972972973,12,14,0.8571428571428571,3,26,29,27,7,5,9,12,81.35073804573804,81.35073804573804,108.46765072765072,122.92451476442258,106.94432784504767,4,2023-12-31,10,33.333333333333336
1512,UTA,UTA vs. MIA,2023-12-30,W,36,88,33,71,0.4647887323943662,5,31,0.1612903225806451,17,24,0.7083333333333334,7,26,33,21,8,7,4,17,0,1,MIA,88,28,60,0.4666666666666667,9,25,0.36,23,28,0.8214285714285714,6,29,35,16,13,8,5,18,79.23694444444445,79.23694444444445,105.64925925925925,111.05930524832341,111.05930524832341,8,2023-12-30,10,29.333333333333332
1513,TOR,TOR @ DET,2023-12-30,L,36,86,32,66,0.4848484848484848,9,19,0.4736842105263157,13,18,0.7222222222222222,4,20,24,21,6,7,5,14,-4,0,DET,90,30,63,0.4761904761904761,9,20,0.45,21,23,0.9130434782608696,5,26,31,21,9,3,4,15,74.24366666666667,74.24366666666667,98.99155555555555,115.83479623402219,121.2224611751395,-2,2023-12-30,10,28.666666666666668
1514,PHI,PHI @ CHI,2023-12-30,L,36,71,28,71,0.3943661971830985,8,27,0.2962962962962963,7,11,0.6363636363636364,12,17,29,16,5,9,2,14,-9,0,CHI,80,32,60,0.5333333333333333,6,20,0.3,10,19,0.5263157894736842,10,30,40,18,13,4,4,13,68.37899470899471,68.37899470899471,91.17199294532628,103.83305619241652,116.99499289286368,-13,2023-12-30,10,23.666666666666668
1515,NYK,NYK @ IND,2023-12-30,L,36,92,34,75,0.4533333333333333,13,28,0.4642857142857143,11,14,0.7857142857142857,11,20,31,19,10,11,1,11,-13,0,IND,105,39,67,0.582089552238806,18,34,0.5294117647058824,9,10,0.9,6,25,31,31,14,4,7,10,77.6407158119658,77.6407158119658,103.5209544159544,118.49452833846901,135.23832038629612,-14,2023-12-30,10,30.666666666666668
1516,MIN,MIN vs. LAL,2023-12-30,W,36,82,31,57,0.543859649122807,8,23,0.3478260869565217,12,13,0.9230769230769232,4,30,34,19,17,6,6,20,5,1,LAL,77,27,69,0.391304347826087,3,16,0.1875,20,25,0.8,7,21,28,17,7,11,1,10,76.12331891891893,76.12331891891893,101.49775855855856,107.71994858413949,101.15165903632611,2,2023-12-30,10,27.333333333333332
1517,MIA,MIA @ UTA,2023-12-30,L,36,88,28,60,0.4666666666666667,9,25,0.36,23,28,0.8214285714285714,6,29,35,16,13,8,5,18,0,0,UTA,88,33,71,0.4647887323943662,5,31,0.1612903225806451,17,24,0.7083333333333334,7,26,33,21,8,7,4,17,79.23694444444445,79.23694444444445,105.64925925925925,111.05930524832341,111.05930524832341,-8,2023-12-30,10,29.333333333333332
1518,LAL,LAL @ MIN,2023-12-30,L,36,77,27,69,0.391304347826087,3,16,0.1875,20,25,0.8,7,21,28,17,7,11,1,10,-5,0,MIN,82,31,57,0.543859649122807,8,23,0.3478260869565217,12,13,0.9230769230769232,4,30,34,19,17,6,6,20,76.12331891891893,76.12331891891893,101.49775855855856,101.15165903632611,107.71994858413949,-2,2023-12-30,10,25.666666666666668
1519,IND,IND vs. NYK,2023-12-30,W,36,105,39,67,0.582089552238806,18,34,0.5294117647058824,9,10,0.9,6,25,31,31,14,4,7,10,13,1,NYK,92,34,75,0.4533333333333333,13,28,0.4642857142857143,11,14,0.7857142857142857,11,20,31,19,10,11,1,11,77.6407158119658,77.6407158119658,103.5209544159544,135.23832038629612,118.49452833846901,14,2023-12-30,10,35.0
1520,GSW,GSW vs. DAL,2023-12-30,L,36,89,35,77,0.4545454545454545,12,34,0.3529411764705882,7,11,0.6363636363636364,14,23,37,23,9,6,3,11,-12,1,DAL,101,39,69,0.5652173913043478,15,34,0.4411764705882353,8,8,1.0,4,26,30,21,7,4,2,13,74.55772222222222,74.55772222222222,99.4102962962963,119.3705995131289,135.46551180703392,-10,2023-12-30,10,29.666666666666668
1521,DET,DET vs. TOR,2023-12-30,W,36,90,30,63,0.4761904761904761,9,20,0.45,21,23,0.9130434782608696,5,26,31,21,9,3,4,15,4,1,TOR,86,32,66,0.4848484848484848,9,19,0.4736842105263157,13,18,0.7222222222222222,4,20,24,21,6,7,5,14,74.24366666666667,74.24366666666667,98.99155555555555,121.2224611751395,115.83479623402219,2,2023-12-30,10,30.0
1522,DAL,DAL @ GSW,2023-12-30,W,36,101,39,69,0.5652173913043478,15,34,0.4411764705882353,8,8,1.0,4,26,30,21,7,4,2,13,12,0,GSW,89,35,77,0.4545454545454545,12,34,0.3529411764705882,7,11,0.6363636363636364,14,23,37,23,9,6,3,11,74.55772222222222,74.55772222222222,99.4102962962963,135.46551180703392,119.3705995131289,10,2023-12-30,10,33.666666666666664
1523,CHI,CHI vs. PHI,2023-12-30,W,36,80,32,60,0.5333333333333333,6,20,0.3,10,19,0.5263157894736842,10,30,40,18,13,4,4,13,9,1,PHI,71,28,71,0.3943661971830985,8,27,0.2962962962962963,7,11,0.6363636363636364,12,17,29,16,5,9,2,14,68.37899470899471,68.37899470899471,91.17199294532628,116.99499289286368,103.83305619241652,13,2023-12-30,10,26.666666666666668
1524,WAS,WAS vs. BKN,2023-12-29,W,36,84,35,68,0.5147058823529411,12,30,0.4,2,4,0.5,5,26,31,24,7,4,3,14,-2,1,BKN,86,34,68,0.5,8,22,0.3636363636363636,10,19,0.5263157894736842,12,26,38,22,7,5,2,7,71.00820882852292,71.00820882852292,94.6776117713639,118.29618206938699,121.11275783294381,6,2023-12-29,10,28.0
1525,TOR,TOR @ BOS,2023-12-29,L,36,86,33,72,0.4583333333333333,11,33,0.3333333333333333,9,12,0.75,5,21,26,19,4,7,5,8,-13,0,BOS,99,37,71,0.5211267605633803,16,30,0.5333333333333333,9,9,1.0,10,30,40,27,12,3,4,11,74.85154377880184,74.85154377880184,99.80205837173578,114.89408989899208,132.2618011627932,-2,2023-12-29,10,28.666666666666668
1526,SAS,SAS @ POR,2023-12-29,L,36,94,37,73,0.5068493150684932,10,22,0.4545454545454545,10,15,0.6666666666666666,9,24,33,23,11,6,2,13,-10,0,POR,104,38,72,0.5277777777777778,13,23,0.5652173913043478,15,18,0.8333333333333334,7,25,32,25,9,7,5,12,79.89434535104364,79.89434535104364,106.52579380139152,117.65538548063476,130.17191585091507,-6,2023-12-29,10,31.333333333333332
1527,SAC,SAC @ ATL,2023-12-29,W,36,86,34,71,0.4788732394366197,12,36,0.3333333333333333,6,11,0.5454545454545454,5,23,28,26,10,8,3,17,-5,0,ATL,91,30,68,0.4411764705882353,11,29,0.3793103448275862,20,24,0.8333333333333334,11,29,40,24,12,8,3,12,78.01161764705881,78.01161764705881,104.01549019607842,110.23999064995978,116.64929243193419,7,2023-12-29,10,28.666666666666668
1528,POR,POR vs. SAS,2023-12-29,W,36,104,38,72,0.5277777777777778,13,23,0.5652173913043478,15,18,0.8333333333333334,7,25,32,25,9,7,5,12,10,1,SAS,94,37,73,0.5068493150684932,10,22,0.4545454545454545,10,15,0.6666666666666666,9,24,33,23,11,6,2,13,79.89434535104364,79.89434535104364,106.52579380139152,130.17191585091507,117.65538548063476,6,2023-12-29,10,34.666666666666664
1529,PHX,PHX vs. CHA,2023-12-29,W,36,103,38,58,0.6551724137931034,14,25,0.56,13,14,0.9285714285714286,5,24,29,28,11,3,9,11,14,1,CHA,89,33,70,0.4714285714285714,17,32,0.53125,6,6,1.0,6,12,18,24,5,4,3,10,68.89394117647059,68.89394117647059,91.85858823529412,149.5051643745672,129.184074071228,14,2023-12-29,10,34.333333333333336
1530,PHI,PHI @ HOU,2023-12-29,W,36,90,32,65,0.4923076923076923,6,23,0.2608695652173913,20,21,0.9523809523809524,7,15,22,14,9,7,4,15,-7,0,HOU,97,39,73,0.5342465753424658,11,22,0.5,8,12,0.6666666666666666,13,24,37,24,12,7,3,14,73.66802995391706,73.66802995391706,98.22403993855607,122.169684809407,131.67177140569422,4,2023-12-29,10,30.0
1531,ORL,ORL vs. NYK,2023-12-29,W,36,86,32,70,0.4571428571428571,5,26,0.1923076923076923,17,21,0.8095238095238095,10,27,37,19,13,9,4,15,12,1,NYK,74,26,62,0.4193548387096774,4,22,0.1818181818181818,18,21,0.8571428571428571,3,28,31,16,15,8,3,19,81.124,81.124,108.16533333333332,106.01055174794143,91.21838173660076,9,2023-12-29,10,28.666666666666668
1532,OKC,OKC @ DEN,2023-12-29,W,36,88,36,73,0.4931506849315068,6,24,0.25,10,10,1.0,9,30,39,25,8,8,5,15,20,0,DEN,68,27,65,0.4153846153846154,7,32,0.21875,7,9,0.7777777777777778,5,24,29,22,15,4,5,12,75.99707792207792,75.99707792207792,101.32943722943722,115.79392577465812,89.47712446223582,26,2023-12-29,10,29.333333333333332
1533,NYK,NYK @ ORL,2023-12-29,L,36,74,26,62,0.4193548387096774,4,22,0.1818181818181818,18,21,0.8571428571428571,3,28,31,16,15,8,3,19,-12,0,ORL,86,32,70,0.4571428571428571,5,26,0.1923076923076923,17,21,0.8095238095238095,10,27,37,19,13,9,4,15,81.124,81.124,108.16533333333332,91.21838173660076,106.01055174794143,-9,2023-12-29,10,24.666666666666668
1534,MIL,MIL @ CLE,2023-12-29,W,36,92,34,67,0.5074626865671642,11,25,0.44,13,14,0.9285714285714286,6,25,31,23,12,5,5,11,12,0,CLE,80,36,76,0.4736842105263157,4,30,0.1333333333333333,4,6,0.6666666666666666,6,25,31,21,8,7,6,12,77.94096774193548,77.94096774193548,103.92129032258063,118.03805195826453,102.64178431153437,8,2023-12-29,10,30.666666666666668
1535,MEM,MEM @ LAC,2023-12-29,L,36,75,29,65,0.4461538461538462,10,28,0.3571428571428571,7,9,0.7777777777777778,3,23,26,23,10,6,3,16,-19,0,LAC,94,35,71,0.4929577464788732,10,34,0.2941176470588235,14,17,0.8235294117647058,10,31,41,24,10,3,4,11,75.66422459893047,75.66422459893047,100.88563279857397,99.12214180155642,124.23308439128404,-11,2023-12-29,10,25.0
1536,LAC,LAC vs. MEM,2023-12-29,W,36,94,35,71,0.4929577464788732,10,34,0.2941176470588235,14,17,0.8235294117647058,10,31,41,24,10,3,4,11,19,1,MEM,75,29,65,0.4461538461538462,10,28,0.3571428571428571,7,9,0.7777777777777778,3,23,26,23,10,6,3,16,75.66422459893047,75.66422459893047,100.88563279857397,124.23308439128404,99.12214180155642,11,2023-12-29,10,31.333333333333332
1537,HOU,HOU vs. PHI,2023-12-29,L,36,97,39,73,0.5342465753424658,11,22,0.5,8,12,0.6666666666666666,13,24,37,24,12,7,3,14,7,1,PHI,90,32,65,0.4923076923076923,6,23,0.2608695652173913,20,21,0.9523809523809524,7,15,22,14,9,7,4,15,73.66802995391706,73.66802995391706,98.22403993855607,131.67177140569422,122.169684809407,-4,2023-12-29,10,32.333333333333336
1538,DEN,DEN vs. OKC,2023-12-29,L,36,68,27,65,0.4153846153846154,7,32,0.21875,7,9,0.7777777777777778,5,24,29,22,15,4,5,12,-20,1,OKC,88,36,73,0.4931506849315068,6,24,0.25,10,10,1.0,9,30,39,25,8,8,5,15,75.99707792207792,75.99707792207792,101.32943722943722,89.47712446223582,115.79392577465812,-26,2023-12-29,10,22.666666666666668
1539,CLE,CLE vs. MIL,2023-12-29,L,36,80,36,76,0.4736842105263157,4,30,0.1333333333333333,4,6,0.6666666666666666,6,25,31,21,8,7,6,12,-12,1,MIL,92,34,67,0.5074626865671642,11,25,0.44,13,14,0.9285714285714286,6,25,31,23,12,5,5,11,77.94096774193548,77.94096774193548,103.92129032258063,102.64178431153437,118.03805195826453,-8,2023-12-29,10,26.666666666666668
1540,CHA,CHA @ PHX,2023-12-29,L,36,89,33,70,0.4714285714285714,17,32,0.53125,6,6,1.0,6,12,18,24,5,4,3,10,-14,0,PHX,103,38,58,0.6551724137931034,14,25,0.56,13,14,0.9285714285714286,5,24,29,28,11,3,9,11,68.89394117647059,68.89394117647059,91.85858823529412,129.184074071228,149.5051643745672,-14,2023-12-29,10,29.666666666666668
1541,BOS,BOS vs. TOR,2023-12-29,W,36,99,37,71,0.5211267605633803,16,30,0.5333333333333333,9,9,1.0,10,30,40,27,12,3,4,11,13,1,TOR,86,33,72,0.4583333333333333,11,33,0.3333333333333333,9,12,0.75,5,21,26,19,4,7,5,8,74.85154377880184,74.85154377880184,99.80205837173578,132.2618011627932,114.89408989899208,2,2023-12-29,10,33.0
1542,BKN,BKN @ WAS,2023-12-29,L,36,86,34,68,0.5,8,22,0.3636363636363636,10,19,0.5263157894736842,12,26,38,22,7,5,2,7,2,0,WAS,84,35,68,0.5147058823529411,12,30,0.4,2,4,0.5,5,26,31,24,7,4,3,14,71.00820882852292,71.00820882852292,94.6776117713639,121.11275783294381,118.29618206938699,-6,2023-12-29,10,28.666666666666668
1543,ATL,ATL vs. SAC,2023-12-29,L,36,91,30,68,0.4411764705882353,11,29,0.3793103448275862,20,24,0.8333333333333334,11,29,40,24,12,8,3,12,5,1,SAC,86,34,71,0.4788732394366197,12,36,0.3333333333333333,6,11,0.5454545454545454,5,23,28,26,10,8,3,17,78.01161764705881,78.01161764705881,104.01549019607842,116.64929243193419,110.23999064995978,-7,2023-12-29,10,30.333333333333332
1544,UTA,UTA @ NOP,2023-12-28,L,36,76,27,65,0.4153846153846154,8,28,0.2857142857142857,14,16,0.875,12,20,32,19,13,3,1,12,-5,0,NOP,81,32,60,0.5333333333333333,7,19,0.3684210526315789,10,11,0.9090909090909092,3,24,27,17,11,8,6,13,71.16942028985508,71.16942028985508,94.89256038647343,106.7874372033258,113.81292649301828,-7,2023-12-28,10,25.333333333333332
1545,SAS,SAS @ POR,2023-12-28,W,36,87,30,63,0.4761904761904761,9,30,0.3,18,20,0.9,5,29,34,23,10,6,9,15,13,0,POR,74,25,81,0.3086419753086419,7,29,0.2413793103448276,17,24,0.7083333333333334,19,28,47,11,10,6,2,17,76.26583333333333,76.26583333333333,101.68777777777777,114.07467301871743,97.02903222281712,13,2023-12-28,10,29.0
1546,POR,POR vs. SAS,2023-12-28,L,36,74,25,81,0.3086419753086419,7,29,0.2413793103448276,17,24,0.7083333333333334,19,28,47,11,10,6,2,17,-13,1,SAS,87,30,63,0.4761904761904761,9,30,0.3,18,20,0.9,5,29,34,23,10,6,9,15,76.26583333333333,76.26583333333333,101.68777777777777,97.02903222281712,114.07467301871743,-13,2023-12-28,10,24.666666666666668
1547,NOP,NOP vs. UTA,2023-12-28,W,36,81,32,60,0.5333333333333333,7,19,0.3684210526315789,10,11,0.9090909090909092,3,24,27,17,11,8,6,13,5,1,UTA,76,27,65,0.4153846153846154,8,28,0.2857142857142857,14,16,0.875,12,20,32,19,13,3,1,12,71.16942028985508,71.16942028985508,94.89256038647343,113.81292649301828,106.7874372033258,7,2023-12-28,10,27.0
1548,MIN,MIN vs. DAL,2023-12-28,W,36,98,32,53,0.6037735849056604,14,22,0.6363636363636364,20,26,0.7692307692307693,4,22,26,18,19,8,9,18,7,1,DAL,91,33,69,0.4782608695652174,11,25,0.44,14,17,0.8235294117647058,11,15,26,23,14,7,2,21,77.31473684210525,77.31473684210525,103.08631578947366,126.75461885117568,117.70071750466313,8,2023-12-28,10,32.666666666666664
1549,MIA,MIA @ GSW,2023-12-28,W,36,91,36,68,0.5294117647058824,7,22,0.3181818181818182,12,15,0.8,5,29,34,20,5,5,1,14,15,0,GSW,76,27,66,0.4090909090909091,7,25,0.28,15,20,0.75,8,25,33,22,10,3,6,12,74.13531531531532,74.13531531531532,98.84708708708709,122.74851683432533,102.51524482866732,12,2023-12-28,10,30.333333333333332
1551,LAL,LAL vs. CHA,2023-12-28,W,36,99,38,74,0.5135135135135135,11,23,0.4782608695652174,12,12,1.0,3,29,32,30,8,8,6,16,19,1,CHA,80,30,67,0.4477611940298507,9,26,0.3461538461538461,11,19,0.5789473684210527,7,29,36,22,16,5,4,12,83.04534722222222,83.04534722222222,110.72712962962962,119.21197672289152,96.33291048314467,21,2023-12-28,10,33.0
1552,IND,IND @ CHI,2023-12-28,W,36,85,30,63,0.4761904761904761,14,34,0.4117647058823529,11,17,0.6470588235294118,4,30,34,23,11,5,7,16,8,0,CHI,77,32,76,0.4210526315789473,4,16,0.25,9,13,0.6923076923076923,11,28,39,15,6,5,1,15,75.47751524390243,75.47751524390243,100.63668699186991,112.61631987397314,102.01713682701097,16,2023-12-28,10,28.333333333333332
1553,GSW,GSW vs. MIA,2023-12-28,L,36,76,27,66,0.4090909090909091,7,25,0.28,15,20,0.75,8,25,33,22,10,3,6,12,-15,1,MIA,91,36,68,0.5294117647058824,7,22,0.3181818181818182,12,15,0.8,5,29,34,20,5,5,1,14,74.13531531531532,74.13531531531532,98.84708708708709,102.51524482866732,122.74851683432533,-12,2023-12-28,10,25.333333333333332
1554,DET,DET @ BOS,2023-12-28,L,36,82,34,64,0.53125,7,22,0.3181818181818182,7,10,0.7,8,25,33,21,15,7,2,13,0,0,BOS,82,31,66,0.4696969696969697,7,30,0.2333333333333333,13,16,0.8125,8,20,28,17,11,8,1,9,74.07489177489177,74.07489177489177,98.76652236652235,110.69877800050261,110.69877800050261,0,2023-12-28,10,27.333333333333332
1556,DAL,DAL @ MIN,2023-12-28,L,36,91,33,69,0.4782608695652174,11,25,0.44,14,17,0.8235294117647058,11,15,26,23,14,7,2,21,-7,0,MIN,98,32,53,0.6037735849056604,14,22,0.6363636363636364,20,26,0.7692307692307693,4,22,26,18,19,8,9,18,77.31473684210525,77.31473684210525,103.08631578947366,117.70071750466313,126.75461885117568,-8,2023-12-28,10,30.333333333333332
1557,CHI,CHI vs. IND,2023-12-28,L,36,77,32,76,0.4210526315789473,4,16,0.25,9,13,0.6923076923076923,11,28,39,15,6,5,1,15,-8,1,IND,85,30,63,0.4761904761904761,14,34,0.4117647058823529,11,17,0.6470588235294118,4,30,34,23,11,5,7,16,75.47751524390243,75.47751524390243,100.63668699186991,102.01713682701097,112.61631987397314,-16,2023-12-28,10,25.666666666666668
1558,CHA,CHA @ LAL,2023-12-28,L,36,80,30,67,0.4477611940298507,9,26,0.3461538461538461,11,19,0.5789473684210527,7,29,36,22,16,5,4,12,-19,0,LAL,99,38,74,0.5135135135135135,11,23,0.4782608695652174,12,12,1.0,3,29,32,30,8,8,6,16,83.04534722222222,83.04534722222222,110.72712962962962,96.33291048314467,119.21197672289152,-21,2023-12-28,10,26.666666666666668
1559,BOS,BOS vs. DET,2023-12-28,W,36,82,31,66,0.4696969696969697,7,30,0.2333333333333333,13,16,0.8125,8,20,28,17,11,8,1,9,0,1,DET,82,34,64,0.53125,7,22,0.3181818181818182,7,10,0.7,8,25,33,21,15,7,2,13,74.07489177489177,74.07489177489177,98.76652236652235,110.69877800050261,110.69877800050261,0,2023-12-28,10,27.333333333333332
1560,WAS,WAS vs. TOR,2023-12-27,L,36,81,33,66,0.5,7,22,0.3181818181818182,8,11,0.7272727272727273,9,21,30,21,13,8,2,12,-16,1,TOR,97,38,66,0.5757575757575758,13,30,0.4333333333333333,8,11,0.7272727272727273,7,25,32,32,11,9,4,15,73.98161764705883,73.98161764705883,98.6421568627451,109.48665705908662,131.1136510460667,-30,2023-12-27,10,27.0
