index,TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,COURT,Opponent,OppPTS,OppFGM,OppFGA,OppFG%,Opp3PM,Opp3PA,Opp3P%,OppFTM,OppFTA,OppFT%,OppOREB,OppDREB,OppREB,OppAST,OppTOV,OppSTL,OppBLK,OppPF,Pos,OppPos,Pace,OFFRTG,DEFRTG,Margin,formatted_date,week_of_season,PTS/Q
99,MIL,MIL vs. BOS,2024-04-09,W,36,78,32,60,0.5333333333333333,13,27,0.4814814814814814,1,2,0.5,7,31,38,25,15,5,5,3,11,1,BOS,67,27,73,0.3698630136986301,13,41,0.3170731707317073,0,0,,10,19,29,20,9,9,3,6,68.86448405253283,68.86448405253283,91.81931207004376,113.2659324659983,97.29253173361391,13,2024-04-09,25,26.0
100,MIA,MIA @ ATL,2024-04-09,W,36,80,30,59,0.5084745762711864,12,30,0.4,8,10,0.8,4,23,27,21,11,6,2,8,0,0,ATL,80,34,75,0.4533333333333333,9,32,0.28125,3,6,0.5,11,26,37,24,10,9,1,13,71.53471568627452,71.53471568627452,95.37962091503269,111.83381276141667,111.83381276141667,0,2024-04-09,25,26.666666666666668
101,MEM,MEM vs. SAS,2024-04-09,L,36,61,26,79,0.3291139240506329,4,20,0.2,5,6,0.8333333333333334,12,26,38,16,6,8,4,11,-16,1,SAS,77,31,69,0.4492753623188406,8,33,0.2424242424242424,7,7,1.0,9,34,43,24,12,5,8,8,72.97532919254658,72.97532919254658,97.30043892339543,83.5898935639612,105.51511154795104,-15,2024-04-09,25,20.333333333333332
102,LAL,LAL vs. GSW,2024-04-09,L,36,89,32,73,0.4383561643835616,12,30,0.4,13,16,0.8125,7,24,31,24,7,6,2,11,-17,1,GSW,106,37,65,0.5692307692307692,20,32,0.625,12,17,0.7058823529411765,4,29,33,29,9,3,9,11,77.19486111111111,77.19486111111111,102.92648148148147,115.2926486542894,137.31483997027723,-14,2024-04-09,25,29.666666666666668
103,LAC,LAC @ PHX,2024-04-09,W,36,84,34,72,0.4722222222222222,11,24,0.4583333333333333,5,5,1.0,8,42,50,25,13,4,3,15,16,0,PHX,68,22,68,0.3235294117647059,6,24,0.25,18,22,0.8181818181818182,6,28,34,15,6,10,4,6,77.30597222222221,77.30597222222221,103.07462962962961,108.65913406862704,87.96215615079332,13,2024-04-09,25,28.0
104,IND,IND @ TOR,2024-04-09,W,36,106,40,74,0.5405405405405406,14,37,0.3783783783783784,12,18,0.6666666666666666,10,22,32,23,10,6,6,17,15,0,TOR,91,35,71,0.4929577464788732,4,15,0.2666666666666666,17,25,0.68,14,19,33,17,10,5,5,15,77.33758620689656,77.33758620689656,103.11678160919541,137.06142795357565,117.66594286580552,17,2024-04-09,25,35.333333333333336
105,HOU,HOU vs. ORL,2024-04-09,W,36,97,38,66,0.5757575757575758,12,27,0.4444444444444444,9,13,0.6923076923076923,5,24,29,26,9,6,4,17,15,1,ORL,82,29,64,0.453125,6,20,0.3,18,19,0.9473684210526316,7,21,28,18,11,6,3,10,74.29100496277916,74.29100496277916,99.05467328370554,130.5676239655102,110.37675428012201,12,2024-04-09,25,32.333333333333336
106,GSW,GSW @ LAL,2024-04-09,W,36,106,37,65,0.5692307692307692,20,32,0.625,12,17,0.7058823529411765,4,29,33,29,9,3,9,11,17,0,LAL,89,32,73,0.4383561643835616,12,30,0.4,13,16,0.8125,7,24,31,24,7,6,2,11,77.19486111111111,77.19486111111111,102.92648148148147,137.31483997027723,115.2926486542894,14,2024-04-09,25,35.333333333333336
107,DET,DET @ PHI,2024-04-09,L,36,78,25,61,0.4098360655737705,10,22,0.4545454545454545,18,22,0.8181818181818182,8,26,34,15,13,2,5,13,-12,0,PHI,90,35,77,0.4545454545454545,8,26,0.3076923076923077,12,15,0.8,14,25,39,21,6,9,5,14,73.36640909090909,73.36640909090909,97.82187878787877,106.31568447536989,122.67194362542679,-18,2024-04-09,25,26.0
108,DEN,DEN @ UTA,2024-04-09,W,36,87,38,76,0.5,10,26,0.3846153846153846,1,3,0.3333333333333333,11,20,31,25,7,9,7,8,7,0,UTA,80,31,71,0.4366197183098591,9,23,0.391304347826087,9,9,1.0,10,23,33,17,12,3,2,4,71.6893137254902,71.6893137254902,95.58575163398692,121.35699936135094,111.5926430908974,16,2024-04-09,25,29.0
109,DAL,DAL @ CHA,2024-04-09,W,36,97,36,70,0.5142857142857142,15,43,0.3488372093023256,10,14,0.7142857142857143,12,33,45,28,11,2,6,14,14,0,CHA,83,32,70,0.4571428571428571,9,25,0.36,10,14,0.7142857142857143,4,23,27,20,5,6,3,11,75.16559073359073,75.16559073359073,100.22078764478763,129.0484103874031,110.42286662014904,26,2024-04-09,25,32.333333333333336
110,CHI,CHI vs. NYK,2024-04-09,L,36,95,37,68,0.5441176470588235,10,22,0.4545454545454545,11,15,0.7333333333333333,8,21,29,17,4,2,4,11,-6,1,NYK,101,37,66,0.5606060606060606,14,29,0.4827586206896552,13,14,0.9285714285714286,4,20,24,25,6,3,1,11,70.57902857142858,70.57902857142858,94.10537142857143,134.60088913501622,143.1019979224909,-11,2024-04-09,25,31.666666666666668
111,CHA,CHA vs. DAL,2024-04-09,L,36,83,32,70,0.4571428571428571,9,25,0.36,10,14,0.7142857142857143,4,23,27,20,5,6,3,11,-14,1,DAL,97,36,70,0.5142857142857142,15,43,0.3488372093023256,10,14,0.7142857142857143,12,33,45,28,11,2,6,14,75.16559073359073,75.16559073359073,100.22078764478763,110.42286662014904,129.0484103874031,-26,2024-04-09,25,27.666666666666668
112,BOS,BOS @ MIL,2024-04-09,L,36,67,27,73,0.3698630136986301,13,41,0.3170731707317073,0,0,,10,19,29,20,9,9,3,6,-11,0,MIL,78,32,60,0.5333333333333333,13,27,0.4814814814814814,1,2,0.5,7,31,38,25,15,5,5,3,68.86448405253283,68.86448405253283,91.81931207004376,97.29253173361391,113.2659324659983,-13,2024-04-09,25,22.333333333333332
113,ATL,ATL vs. MIA,2024-04-09,L,36,80,34,75,0.4533333333333333,9,32,0.28125,3,6,0.5,11,26,37,24,10,9,1,13,0,1,MIA,80,30,59,0.5084745762711864,12,30,0.4,8,10,0.8,4,23,27,21,11,6,2,8,71.53471568627452,71.53471568627452,95.37962091503269,111.83381276141667,111.83381276141667,0,2024-04-09,25,26.666666666666668
114,WAS,WAS @ TOR,2024-04-07,L,36,87,32,68,0.4705882352941176,10,32,0.3125,13,18,0.7222222222222222,4,24,28,21,10,9,9,15,-12,0,TOR,99,39,72,0.5416666666666666,8,22,0.3636363636363636,13,15,0.8666666666666667,4,35,39,26,13,7,3,20,83.60247252747253,83.60247252747253,111.46996336996337,104.06390788431648,118.41755035111873,-8,2024-04-07,24,29.0
115,UTA,UTA @ GSW,2024-04-07,L,36,77,26,63,0.4126984126984127,11,28,0.3928571428571428,14,17,0.8235294117647058,3,16,19,17,8,2,4,7,-20,0,GSW,97,40,71,0.5633802816901409,13,29,0.4482758620689655,4,4,1.0,7,32,39,26,12,7,8,15,74.45567701863354,74.45567701863354,99.27423602484471,103.41723167829058,130.2788502960284,-8,2024-04-07,24,25.666666666666668
116,TOR,TOR vs. WAS,2024-04-07,W,36,99,39,72,0.5416666666666666,8,22,0.3636363636363636,13,15,0.8666666666666667,4,35,39,26,13,7,3,20,12,1,WAS,87,32,68,0.4705882352941176,10,32,0.3125,13,18,0.7222222222222222,4,24,28,21,10,9,9,15,83.60247252747253,83.60247252747253,111.46996336996337,118.41755035111873,104.06390788431648,8,2024-04-07,24,33.0
117,SAS,SAS vs. PHI,2024-04-07,L,36,80,27,63,0.4285714285714285,9,25,0.36,17,21,0.8095238095238095,11,33,44,17,14,3,6,7,7,1,PHI,73,29,75,0.3866666666666666,8,31,0.2580645161290322,7,7,1.0,7,24,31,15,8,7,3,13,75.24010714285714,75.24010714285714,100.32014285714286,106.32627070573588,97.02272201898398,0,2024-04-07,24,26.666666666666668
118,SAC,SAC @ BKN,2024-04-07,W,36,78,29,70,0.4142857142857143,10,33,0.303030303030303,10,13,0.7692307692307693,8,33,41,22,6,2,10,12,14,0,BKN,64,24,65,0.3692307692307692,7,22,0.3181818181818182,9,11,0.8181818181818182,6,32,38,15,10,3,5,11,72.53838461538462,72.53838461538462,96.71784615384615,107.52927627706923,88.22914976580039,30,2024-04-07,24,26.0
119,POR,POR @ BOS,2024-04-07,L,36,85,32,83,0.3855421686746988,13,34,0.3823529411764705,8,8,1.0,21,25,46,21,9,6,1,12,-8,0,BOS,93,35,63,0.5555555555555556,13,30,0.4333333333333333,10,13,0.7692307692307693,3,25,28,23,8,7,7,8,71.6388043478261,71.6388043478261,95.51840579710145,118.65077980266341,129.81791201938466,-17,2024-04-07,24,28.333333333333332
120,PHX,PHX vs. NOP,2024-04-07,L,36,83,31,66,0.4696969696969697,11,28,0.3928571428571428,10,11,0.9090909090909092,6,23,29,24,11,6,4,11,-7,1,NOP,90,33,66,0.5,15,33,0.4545454545454545,9,11,0.8181818181818182,7,26,33,22,11,6,3,13,73.7695625,73.7695625,98.35941666666668,112.51252845643485,122.00153688047153,-8,2024-04-07,24,27.666666666666668
121,PHI,PHI @ SAS,2024-04-07,W,36,73,29,75,0.3866666666666666,8,31,0.2580645161290322,7,7,1.0,7,24,31,15,8,7,3,13,-7,0,SAS,80,27,63,0.4285714285714285,9,25,0.36,17,21,0.8095238095238095,11,33,44,17,14,3,6,7,75.24010714285714,75.24010714285714,100.32014285714286,97.02272201898398,106.32627070573588,0,2024-04-07,24,24.333333333333332
122,ORL,ORL vs. CHI,2024-04-07,W,36,89,33,71,0.4647887323943662,7,25,0.28,16,17,0.9411764705882352,10,22,32,19,5,10,2,12,17,1,CHI,72,28,55,0.509090909090909,5,15,0.3333333333333333,11,15,0.7333333333333333,5,21,26,17,17,4,3,15,71.16693548387097,71.16693548387097,94.88924731182796,125.05807562863328,101.17057803664713,15,2024-04-07,24,29.666666666666668
123,OKC,OKC @ CHA,2024-04-07,W,36,86,33,66,0.5,11,25,0.44,9,12,0.75,7,22,29,23,13,10,3,12,1,0,CHA,85,33,62,0.532258064516129,12,30,0.4,7,10,0.7,5,22,27,22,13,8,7,9,74.26530012771391,74.26530012771391,99.02040017028521,115.80105359044661,114.45452971148794,3,2024-04-07,24,28.666666666666668
124,NYK,NYK @ MIL,2024-04-07,W,36,89,33,70,0.4714285714285714,8,19,0.4210526315789473,15,18,0.8333333333333334,11,20,31,18,6,5,5,19,4,0,MIL,85,28,55,0.509090909090909,7,22,0.3181818181818182,22,27,0.8148148148148148,6,22,28,22,10,3,5,13,69.56820512820512,69.56820512820512,92.75760683760683,127.93200548437984,122.1822524289021,13,2024-04-07,24,29.666666666666668
125,NOP,NOP @ PHX,2024-04-07,W,36,90,33,66,0.5,15,33,0.4545454545454545,9,11,0.8181818181818182,7,26,33,22,11,6,3,13,7,0,PHX,83,31,66,0.4696969696969697,11,28,0.3928571428571428,10,11,0.9090909090909092,6,23,29,24,11,6,4,11,73.7695625,73.7695625,98.35941666666668,122.00153688047153,112.51252845643485,8,2024-04-07,24,30.0
126,MIN,MIN @ LAL,2024-04-07,W,36,102,39,73,0.5342465753424658,14,31,0.4516129032258064,10,12,0.8333333333333334,9,25,34,23,11,8,3,13,10,0,LAL,92,32,69,0.463768115942029,8,23,0.3478260869565217,20,22,0.9090909090909092,9,23,32,23,9,7,2,10,77.44420955882353,77.44420955882353,103.25894607843136,131.70771653692827,118.79519530781766,10,2024-04-07,24,34.0
127,MIL,MIL vs. NYK,2024-04-07,L,36,85,28,55,0.509090909090909,7,22,0.3181818181818182,22,27,0.8148148148148148,6,22,28,22,10,3,5,13,-4,1,NYK,89,33,70,0.4714285714285714,8,19,0.4210526315789473,15,18,0.8333333333333334,11,20,31,18,6,5,5,19,69.56820512820512,69.56820512820512,92.75760683760683,122.1822524289021,127.93200548437984,-13,2024-04-07,24,28.333333333333332
128,MIA,MIA @ IND,2024-04-07,L,36,78,29,63,0.4603174603174603,5,20,0.25,15,18,0.8333333333333334,6,21,27,15,6,3,1,14,-13,0,IND,91,36,66,0.5454545454545454,9,25,0.36,10,10,1.0,3,26,29,22,6,4,5,15,70.68312499999999,70.68312499999999,94.24416666666664,110.35165748543237,128.74360039967107,-2,2024-04-07,24,26.0
129,LAL,LAL vs. MIN,2024-04-07,L,36,92,32,69,0.463768115942029,8,23,0.3478260869565217,20,22,0.9090909090909092,9,23,32,23,9,7,2,10,-10,1,MIN,102,39,73,0.5342465753424658,14,31,0.4516129032258064,10,12,0.8333333333333334,9,25,34,23,11,8,3,13,77.44420955882353,77.44420955882353,103.25894607843136,118.79519530781766,131.70771653692827,-10,2024-04-07,24,30.666666666666668
130,LAC,LAC vs. CLE,2024-04-07,W,36,86,31,63,0.492063492063492,9,26,0.3461538461538461,15,15,1.0,9,30,39,21,16,2,1,16,-12,1,CLE,98,35,67,0.5223880597014925,10,25,0.4,18,22,0.8181818181818182,4,21,25,24,6,10,1,9,76.24988235294117,76.24988235294117,101.66650980392156,112.78705926643669,128.52478846640457,2,2024-04-07,24,28.666666666666668
131,IND,IND vs. MIA,2024-04-07,W,36,91,36,66,0.5454545454545454,9,25,0.36,10,10,1.0,3,26,29,22,6,4,5,15,13,1,MIA,78,29,63,0.4603174603174603,5,20,0.25,15,18,0.8333333333333334,6,21,27,15,6,3,1,14,70.68312499999999,70.68312499999999,94.24416666666664,128.74360039967107,110.35165748543237,2,2024-04-07,24,30.333333333333332
132,HOU,HOU @ DAL,2024-04-07,L,36,106,37,69,0.5362318840579711,12,27,0.4444444444444444,20,23,0.8695652173913043,4,21,25,24,7,7,3,24,8,0,DAL,98,30,56,0.5357142857142857,10,26,0.3846153846153846,28,33,0.8484848484848485,3,24,27,13,11,2,4,18,78.5155357142857,78.5155357142857,104.68738095238093,135.00512864833394,124.81606233525213,0,2024-04-07,24,35.333333333333336
133,GSW,GSW vs. UTA,2024-04-07,W,36,97,40,71,0.5633802816901409,13,29,0.4482758620689655,4,4,1.0,7,32,39,26,12,7,8,15,20,1,UTA,77,26,63,0.4126984126984127,11,28,0.3928571428571428,14,17,0.8235294117647058,3,16,19,17,8,2,4,7,74.45567701863354,74.45567701863354,99.27423602484471,130.2788502960284,103.41723167829058,8,2024-04-07,24,32.333333333333336
134,DAL,DAL vs. HOU,2024-04-07,W,36,98,30,56,0.5357142857142857,10,26,0.3846153846153846,28,33,0.8484848484848485,3,24,27,13,11,2,4,18,-8,1,HOU,106,37,69,0.5362318840579711,12,27,0.4444444444444444,20,23,0.8695652173913043,4,21,25,24,7,7,3,24,78.5155357142857,78.5155357142857,104.68738095238093,124.81606233525213,135.00512864833394,0,2024-04-07,24,32.666666666666664
135,CLE,CLE @ LAC,2024-04-07,L,36,98,35,67,0.5223880597014925,10,25,0.4,18,22,0.8181818181818182,4,21,25,24,6,10,1,9,12,0,LAC,86,31,63,0.492063492063492,9,26,0.3461538461538461,15,15,1.0,9,30,39,21,16,2,1,16,76.24988235294117,76.24988235294117,101.66650980392156,128.52478846640457,112.78705926643669,-2,2024-04-07,24,32.666666666666664
136,CHI,CHI @ ORL,2024-04-07,L,36,72,28,55,0.509090909090909,5,15,0.3333333333333333,11,15,0.7333333333333333,5,21,26,17,17,4,3,15,-17,0,ORL,89,33,71,0.4647887323943662,7,25,0.28,16,17,0.9411764705882352,10,22,32,19,5,10,2,12,71.16693548387097,71.16693548387097,94.88924731182796,101.17057803664713,125.05807562863328,-15,2024-04-07,24,24.0
137,CHA,CHA vs. OKC,2024-04-07,L,36,85,33,62,0.532258064516129,12,30,0.4,7,10,0.7,5,22,27,22,13,8,7,9,-1,1,OKC,86,33,66,0.5,11,25,0.44,9,12,0.75,7,22,29,23,13,10,3,12,74.26530012771391,74.26530012771391,99.02040017028521,114.45452971148794,115.80105359044661,-3,2024-04-07,24,28.333333333333332
138,BOS,BOS vs. POR,2024-04-07,W,36,93,35,63,0.5555555555555556,13,30,0.4333333333333333,10,13,0.7692307692307693,3,25,28,23,8,7,7,8,8,1,POR,85,32,83,0.3855421686746988,13,34,0.3823529411764705,8,8,1.0,21,25,46,21,9,6,1,12,71.6388043478261,71.6388043478261,95.51840579710145,129.81791201938466,118.65077980266341,17,2024-04-07,24,31.0
139,BKN,BKN vs. SAC,2024-04-07,L,36,64,24,65,0.3692307692307692,7,22,0.3181818181818182,9,11,0.8181818181818182,6,32,38,15,10,3,5,11,-14,1,SAC,78,29,70,0.4142857142857143,10,33,0.303030303030303,10,13,0.7692307692307693,8,33,41,22,6,2,10,12,72.53838461538462,72.53838461538462,96.71784615384615,88.22914976580039,107.52927627706923,-30,2024-04-07,24,21.333333333333332
140,PHI,PHI @ MEM,2024-04-06,W,36,86,29,58,0.5,11,27,0.4074074074074074,17,22,0.7727272727272727,8,26,34,18,15,8,8,18,16,0,MEM,70,26,67,0.3880597014925373,6,20,0.3,12,17,0.7058823529411765,11,22,33,14,13,7,2,16,73.64145045045044,73.64145045045044,98.18860060060058,116.782056130012,95.05516196628884,20,2024-04-06,24,28.666666666666668
141,MEM,MEM vs. PHI,2024-04-06,L,36,70,26,67,0.3880597014925373,6,20,0.3,12,17,0.7058823529411765,11,22,33,14,13,7,2,16,-16,1,PHI,86,29,58,0.5,11,27,0.4074074074074074,17,22,0.7727272727272727,8,26,34,18,15,8,8,18,73.64145045045044,73.64145045045044,98.18860060060058,95.05516196628884,116.782056130012,-20,2024-04-06,24,23.333333333333332
142,LAL,LAL vs. CLE,2024-04-06,W,36,90,35,60,0.5833333333333334,13,28,0.4642857142857143,7,12,0.5833333333333334,2,24,26,23,14,11,9,8,12,1,CLE,78,32,72,0.4444444444444444,10,27,0.3703703703703703,4,8,0.5,10,23,33,19,16,8,1,8,77.63588235294117,77.63588235294117,103.51450980392156,115.92577719520236,100.46900690250871,19,2024-04-06,24,30.0
143,DET,DET @ BKN,2024-04-06,L,36,83,34,66,0.5151515151515151,13,28,0.4642857142857143,2,4,0.5,2,18,20,19,6,7,2,17,8,0,BKN,75,26,54,0.4814814814814814,6,21,0.2857142857142857,17,23,0.7391304347826086,9,25,34,13,16,1,3,9,70.13851851851851,70.13851851851851,93.51802469135801,118.33725854657979,106.93125772281307,-10,2024-04-06,24,27.666666666666668
145,CLE,CLE @ LAL,2024-04-06,L,36,78,32,72,0.4444444444444444,10,27,0.3703703703703703,4,8,0.5,10,23,33,19,16,8,1,8,-12,0,LAL,90,35,60,0.5833333333333334,13,28,0.4642857142857143,7,12,0.5833333333333334,2,24,26,23,14,11,9,8,77.63588235294117,77.63588235294117,103.51450980392156,100.46900690250871,115.92577719520236,-19,2024-04-06,24,26.0
146,BKN,BKN vs. DET,2024-04-06,W,36,75,26,54,0.4814814814814814,6,21,0.2857142857142857,17,23,0.7391304347826086,9,25,34,13,16,1,3,9,-8,1,DET,83,34,66,0.5151515151515151,13,28,0.4642857142857143,2,4,0.5,2,18,20,19,6,7,2,17,70.13851851851851,70.13851851851851,93.51802469135801,106.93125772281307,118.33725854657979,10,2024-04-06,24,25.0
148,WAS,WAS vs. POR,2024-04-05,L,36,81,32,66,0.4848484848484848,4,22,0.1818181818181818,13,19,0.6842105263157895,8,26,34,20,8,5,3,15,-5,1,POR,86,33,74,0.4459459459459459,8,24,0.3333333333333333,12,17,0.7058823529411765,14,27,41,23,7,6,4,16,72.86503571428571,72.86503571428571,97.15338095238094,111.16442777522633,118.02642948974646,-6,2024-04-05,24,27.0
150,TOR,TOR @ MIL,2024-04-05,W,36,90,30,62,0.4838709677419355,12,29,0.4137931034482758,18,20,0.9,6,30,36,19,12,6,3,15,5,0,MIL,85,31,72,0.4305555555555556,10,29,0.3448275862068966,13,16,0.8125,10,25,35,18,9,7,5,13,75.90270161290323,75.90270161290323,101.20360215053763,118.57285457241258,111.9854737628341,6,2024-04-05,24,30.0
